veh_op_day_id,vmt,time_on_shift_s,time_off_shift_s
151,55.884919752194165,34397,52002
152,122.12804416915768,47448,38951
153,67.05603964142249,41693,44706
154,86.53713229834975,27669,58730
155,54.96235169423135,37125,49274
156,140.47331298153262,46253,40146
157,68.5752391488023,33329,53070
158,53.61908122457203,46530,39869
159,82.96417016243606,47018,39381
160,151.99215725222803,45427,40972
161,191.5164311541199,42227,44172
162,275.36957046293037,44582,41817
163,271.05007785276257,49051,37348
164,258.27222372187566,52499,33900
165,140.6650035058776,37574,48825
166,42.83777724011934,19714,66685
167,81.53747308893226,31271,55128
168,122.78891835484046,42542,43857
169,117.21721081715606,35516,50883
170,143.24854291230304,35463,50936
171,126.4744601546594,37259,49140
172,94.2260772513146,32778,53621
173,357.6494820735339,36546,49853
174,325.10602412572246,34142,52257
175,421.59923039107207,33341,53058
176,356.19068623130715,28824,57575
177,49.867141184247274,41019,45380
178,192.26569024214277,36476,49923
179,291.1191340195935,50408,35991
180,178.49130564607253,17496,68903
181,80.38066650666877,35636,50763
182,69.62272528988973,37181,49218
183,71.67592898362741,37800,48599
184,63.66479683619468,39378,47021
185,103.18372409263202,47529,38870
186,105.45560035175598,46276,40123
187,83.65456822734144,41922,44477
188,122.04590803739151,42500,43899
189,134.40528739400355,38243,48156
190,158.61608066930597,44446,41953
191,149.95855210245043,43549,42850
192,139.61075282714222,38169,48230
193,133.3113703476103,29238,57161
194,161.74137654951284,47713,38686
195,136.43020575526327,47025,39374
196,158.4258822024866,46280,40119
197,47.59652776014707,25621,60778
198,219.7368392664845,53105,33294
199,130.79940392360666,41764,44635
200,162.34332161654802,47966,38433
201,152.78341820904464,41853,44546
202,133.0519850450646,46774,39625
203,165.7981497713601,47031,39368
204,132.90843256740314,44207,42192
205,150.15096269532083,38666,47733
206,47.87361567276066,28983,57416
207,39.756286798414216,35717,50682
208,12.754873617500156,5281,81118
209,61.68485504840099,54631,31768
210,65.2749547787376,44076,42323
211,81.48416166495838,39022,47377
212,366.7625026804984,43150,43249
213,171.0147939403279,37807,48592
214,316.57735185463366,42775,43624
215,303.9907453297511,56250,30149
216,314.8577844999857,30979,55420
217,305.94670740526794,63216,23183
218,322.228114295037,36271,50128
219,240.83917422157867,42903,43496
220,307.0181550542484,50599,35800
221,311.36368038805637,26632,59767
222,314.4349191459881,55074,31325
223,319.84754125682684,33965,52434
224,239.83238463481965,43371,43028
225,264.1229144402668,52964,33435
226,110.12194081123991,12833,73566
227,310.46815975204174,54834,31565
228,322.5955538383034,36590,49809
229,143.45751328443373,45871,40528
230,316.82911770166714,53310,33089
231,319.66451394033265,29684,56715
232,13.148103157390004,14578,71821
233,306.8146614422626,49674,36725
234,311.8538784410213,30381,56018
235,310.706781469716,59091,27308
236,319.79889891914434,29612,56787
